sample_index,timestamp_rel_s,timestamp_utc_iso,participant_id,session_id,task_id,trial_id,condition,combined_valid,combined_origin_x,combined_origin_y,combined_origin_z,combined_dir_x,combined_dir_y,combined_dir_z,vergence_angle_deg,interocular_distance,left_valid,left_origin_x,left_origin_y,left_origin_z,left_dir_x,left_dir_y,left_dir_z,right_valid,right_origin_x,right_origin_y,right_origin_z,right_dir_x,right_dir_y,right_dir_z,left_pupil_diameter,right_pupil_diameter,left_pupil_pos_x,left_pupil_pos_y,right_pupil_pos_x,right_pupil_pos_y,left_eye_openness,right_eye_openness,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,hit_valid,hit_object_name,hit_aoi,hit_aoi_type,hit_x,hit_y,hit_z
4753,59.5186474000002,"2026-04-01T01:49:49.0418170Z","P001","S001","task_01","trial_01","baseline",1,-0.05702653,1.070966,0.01960305,-0.560377,-0.6849752,0.4656035,2.746947,0.07076205,1,-0.09189568,1.070632,0.01361574,-0.5405867,-0.6937474,0.4758997,1,-0.02215738,1.0713,0.02559036,-0.5798453,-0.6758094,0.4550397,3.783716,3.658981,0.4584618,0.3771344,0.4029278,0.4366801,0.7608845,0.9919468,-0.05883345,1.083465,-0.6885896,0.3613758,-0.09208541,0.03270292,0.9272855,1,"TableTop",,,-0.3051978,0.768,0.2301739
4754,59.5293691999996,"2026-04-01T01:49:49.0527367Z","P001","S001","task_01","trial_01","baseline",1,-0.0593822,1.070775,0.01859964,-0.5732347,-0.6906325,0.4409406,2.369677,0.07076206,1,-0.09413807,1.070527,0.01198263,-0.5564114,-0.6984556,0.4500735,1,-0.02462633,1.071024,0.02521666,-0.5898129,-0.6825142,0.4316192,3.848781,3.670517,0.459555,0.3786403,0.4050835,0.4372289,0.8087076,0.9935575,-0.06080741,1.083403,-0.6892216,0.3611211,-0.09856037,0.03157107,0.9267582,1,"TableTop",,,-0.3048825,0.768,0.2255405
4755,59.5405933000002,"2026-04-01T01:49:49.0636677Z","P001","S001","task_01","trial_01","baseline",1,-0.06142201,1.070692,0.01790231,-0.5778416,-0.6896517,0.4364396,2.260187,0.07076206,1,-0.09610393,1.070677,0.01090366,-0.5618809,-0.697154,0.4452708,1,-0.02674008,1.070707,0.02490097,-0.5935775,-0.6818812,0.4274386,3.903257,3.688413,0.459555,0.3786403,0.4070103,0.4377711,0.8469661,0.994846,-0.06277791,1.083409,-0.6898612,0.3606766,-0.1057978,0.03207609,0.9261158,1,"TableTop",,,-0.3106898,0.768,0.2119092
4756,59.5516048,"2026-04-01T01:49:49.0751691Z","P001","S001","task_01","trial_01","baseline",1,-0.06343883,1.070677,0.0172024,-0.5749583,-0.6931038,0.4347758,2.106915,0.07076206,1,-0.09802254,1.070808,0.009734618,-0.5600761,-0.6999873,0.4430944,1,-0.02885513,1.070546,0.02467018,-0.5896462,-0.6859862,0.4263102,3.9817,3.712723,0.4610087,0.3802027,0.4090883,0.4378694,0.9020583,0.9967014,-0.06508565,1.083355,-0.6905539,0.3603204,-0.1137941,0.03259178,0.925288,1,"TableTop",,,-0.3150397,0.768,0.2094579
4757,59.5626022999995,"2026-04-01T01:49:49.0861031Z","P001","S001","task_01","trial_01","baseline",1,-0.06581493,1.070611,0.01644635,-0.5798492,-0.694523,0.4259256,2.046027,0.07076205,1,-0.1002821,1.070909,0.008462314,-0.5654933,-0.7012328,0.4341543,1,-0.03134779,1.070312,0.02443038,-0.5940203,-0.6875919,0.4175611,4.000023,3.721156,0.4626961,0.3813701,0.4090883,0.4378694,0.9216467,0.9973611,-0.06737354,1.083294,-0.6912249,0.3599942,-0.1217372,0.03345728,0.9243727,1,"TableTop",,,-0.3145219,0.768,0.2070681
4758,59.5738970000002,"2026-04-01T01:49:49.0975246Z","P001","S001","task_01","trial_01","baseline",1,-0.06816866,1.070544,0.01571672,-0.5854828,-0.6932452,0.420263,1.996256,0.07076206,1,-0.1025096,1.070989,0.00721273,-0.5715817,-0.6997882,0.428475,1,-0.03382769,1.0701,0.0242207,-0.5992061,-0.6864918,0.4119235,4.009494,3.734577,0.4626961,0.3813701,0.4112284,0.4377824,0.9373173,0.9978889,-0.06949604,1.083214,-0.6918351,0.3598045,-0.1291422,0.03439339,0.9234068,1,"TableTop",,,-0.3184612,0.768,0.2020265
4759,59.5849214999998,"2026-04-01T01:49:49.1079650Z","P001","S001","task_01","trial_01","baseline",1,-0.07036372,1.070467,0.01504801,-0.5858414,-0.6951931,0.4165291,1.920302,0.07076206,1,-0.1045782,1.07104,0.006055864,-0.5725095,-0.7014228,0.4245455,1,-0.03614925,1.069894,0.02404016,-0.5990087,-0.6887681,0.4083957,4.018505,3.746035,0.4644818,0.3829104,0.413156,0.4378142,0.9598831,0.9986489,-0.07172956,1.083125,-0.6926022,0.3595966,-0.1373256,0.03526138,0.9222736,1,"TableTop",,,-0.3236837,0.768,0.1991269
4760,59.5957550000003,"2026-04-01T01:49:49.1188894Z","P001","S001","task_01","trial_01","baseline",1,-0.07268938,1.070387,0.01421346,-0.590999,-0.6958227,0.4081066,1.890826,0.07076206,1,-0.1067553,1.071112,0.004684319,-0.577974,-0.7019679,0.4161577,1,-0.03862346,1.069662,0.0237426,-0.6038632,-0.689488,0.3999445,4.022673,3.746792,0.4666592,0.3844304,0.413156,0.4378142,0.9679065,0.9989191,-0.07395771,1.083006,-0.69318,0.3595493,-0.1448128,0.0360917,0.921114,1,"TableTop",,,-0.3252532,0.768,0.1962727
4761,59.6066025,"2026-04-01T01:49:49.1308417Z","P001","S001","task_01","trial_01","baseline",1,-0.07500795,1.070279,0.01355991,-0.5968069,-0.6939176,0.4028646,1.865716,0.07076205,1,-0.1089288,1.071143,0.003537534,-0.5840596,-0.6999797,0.4109779,1,-0.04108712,1.069415,0.02358228,-0.609396,-0.6876716,0.3946445,4.025792,3.7529,0.4666592,0.3844304,0.4155507,0.4375682,0.9743252,0.9991353,-0.0766879,1.082827,-0.6939162,0.3593858,-0.1537231,0.03668476,0.9197093,1,"TableTop",,,-0.3295228,0.768,0.1915664
4762,59.6185307999995,"2026-04-01T01:49:49.1417173Z","P001","S001","task_01","trial_01","baseline",1,-0.07788233,1.070122,0.01273661,-0.5973035,-0.6965078,0.397625,1.832696,0.07076205,1,-0.1116202,1.071178,0.002131875,-0.58483,-0.702401,0.4057174,1,-0.04414451,1.069065,0.02334134,-0.609624,-0.6904362,0.3894309,4.013624,3.764829,0.4690399,0.3862895,0.4178419,0.4372973,0.9835681,0.9994466,-0.07841759,1.082694,-0.6945162,0.3592018,-0.1602493,0.03819857,0.918605,1,"TableTop",,,-0.3349845,0.768,0.1890528
4763,59.6296340999997,"2026-04-01T01:49:49.1533166Z","P001","S001","task_01","trial_01","baseline",1,-0.07971251,1.070007,0.01207186,-0.5946289,-0.7017183,0.3924385,1.827777,0.07076206,1,-0.1133017,1.071136,0.001012624,-0.5822001,-0.7075134,0.4005843,1,-0.04612328,1.068878,0.0231311,-0.6069063,-0.6957446,0.3841928,4.012927,3.771109,0.4717545,0.3882926,0.4178419,0.4372973,0.9868544,0.9995573,-0.08067552,1.082459,-0.6951212,0.3591949,-0.1676036,0.03917934,0.917253,1,"TableTop",,,-0.3369724,0.768,0.1852129
4764,59.6407932000002,"2026-04-01T01:49:49.1642466Z","P001","S001","task_01","trial_01","baseline",1,-0.08210582,1.0698,0.01138616,-0.5718683,-0.7153828,0.4014899,1.850761,0.07076205,1,-0.1155235,1.071059,-0.0001675147,-0.5590544,-0.7208615,0.4096547,1,-0.0486881,1.068541,0.02293984,-0.5845331,-0.7097174,0.3932205,4.00493,3.79513,0.4745935,0.3903128,0.4209772,0.4368547,0.9915868,0.9997166,-0.08281046,1.08218,-0.695683,0.3593276,-0.1743364,0.0403868,0.9158927,1,"TableTop",,,-0.3356301,0.768,0.1809703
4765,59.6516357,"2026-04-01T01:49:49.1746219Z","P001","S001","task_01","trial_01","baseline",1,-0.08436581,1.069554,0.01074447,-0.5661721,-0.7159933,0.408415,1.865401,0.07076207,1,-0.117616,1.070916,-0.001271842,-0.5532233,-0.7213054,0.4167284,1,-0.05111567,1.068192,0.02276077,-0.5789709,-0.7104913,0.3999935,3.998366,3.799717,0.4745935,0.3903128,0.4235995,0.4363711,0.9932694,0.9997733,-0.08478924,1.081898,-0.6962208,0.3595272,-0.1807491,0.04142561,0.9145238,1,"TableTop",,,-0.3233614,0.768,0.1807638
4766,59.6623423999999,"2026-04-01T01:49:49.1856169Z","P001","S001","task_01","trial_01","baseline",1,-0.08647874,1.069299,0.01012907,-0.552091,-0.7281072,0.4062702,1.8818,0.07076206,1,-0.1195639,1.070764,-0.002322573,-0.5389186,-0.7332513,0.4146197,1,-0.05339357,1.067834,0.02258072,-0.5651146,-0.7227668,0.3978112,3.992297,3.802559,0.4773952,0.3920104,0.4235995,0.4363711,0.9946156,0.9998187,-0.08661975,1.081648,-0.696907,0.3598746,-0.1871772,0.04233156,0.9130515,1,"TableTop",,,-0.3228199,0.768,0.1827562
4767,59.6733617999998,"2026-04-01T01:49:49.1970959Z","P001","S001","task_01","trial_01","baseline",1,-0.08846971,1.069082,0.009362768,-0.5532181,-0.7255491,0.409302,1.88554,0.07076205,1,-0.1213821,1.070664,-0.00352471,-0.5400628,-0.7306007,0.4177976,1,-0.05555729,1.0675,0.02225025,-0.5662237,-0.7203011,0.4006956,3.987179,3.813156,0.4773952,0.3920104,0.4261819,0.4357567,0.9956924,0.9998549,-0.08926377,1.081227,-0.6976702,0.3602623,-0.1957351,0.04364471,0.9110401,1,"TableTop",,,-0.3149403,0.768,0.1782483
4768,59.6849424000002,"2026-04-01T01:49:49.2079782Z","P001","S001","task_01","trial_01","baseline",1,-0.0912973,1.068684,0.008493423,-0.5603676,-0.7238995,0.4024395,1.869697,0.07076207,1,-0.1239728,1.070414,-0.00496538,-0.5474567,-0.7289149,0.4110649,1,-0.05862184,1.066954,0.02195223,-0.5731293,-0.7186916,0.393707,3.959861,3.8197,0.4802965,0.3938991,0.4289482,0.4351342,0.996554,0.9998839,-0.09016977,1.080895,-0.6979972,0.3613107,-0.1984617,0.04348243,0.9100422,1,"TableTop",,,-0.3180392,0.768,0.1792112
4769,59.6956179999997,"2026-04-01T01:49:49.2189342Z","P001","S001","task_01","trial_01","baseline",1,-0.09235957,1.068383,0.008097459,-0.5490741,-0.732254,0.4028915,1.880552,0.07076205,1,-0.1249537,1.070219,-0.005543271,-0.5359836,-0.7371547,0.4114908,1,-0.05976544,1.066547,0.02173819,-0.5620168,-0.7271563,0.3941838,3.957822,3.818207,0.48296,0.3955382,0.4289482,0.4351342,0.9972432,0.9999071,-0.0916846,1.080636,-0.6986422,0.3614457,-0.2043854,0.04626752,0.9085389,1,"TableTop",,,-0.3240554,0.768,0.1756535
4770,59.706647,"2026-04-01T01:49:49.2309657Z","P001","S001","task_01","trial_01","baseline",1,-0.09531394,1.067882,0.007149167,-0.5563402,-0.7291856,0.3984646,1.87273,0.06822921,1,-0.1264206,1.069958,-0.00670265,-0.5434366,-0.7340562,0.4072323,1,-0.06420729,1.065806,0.02100099,-0.5690951,-0.7241202,0.3895903,3.957096,3.861081,0.48296,0.3955382,0.4317591,0.4346839,0.9977945,0.9999257,-0.09361334,1.080175,-0.6992779,0.3623879,-0.2106653,0.04712692,0.9066831,1,"TableTop",,,-0.3175992,0.768,0.1733705
4771,59.7186230999996,"2026-04-01T01:49:49.2418079Z","P001","S001","task_01","trial_01","baseline",1,-0.09743301,1.067437,0.006382838,-0.5434887,-0.7340409,0.4071904,1.891758,0.06822921,1,-0.1283484,1.069641,-0.007871619,-0.5303462,-0.7386778,0.4160385,1,-0.06651764,1.065233,0.0206373,-0.5564833,-0.7292039,0.3982313,3.947409,3.930216,0.4856645,0.3974166,0.4344143,0.4341949,0.9985884,0.9999524,-0.09486406,1.079825,-0.6997093,0.362758,-0.2148374,0.04856624,0.9054794,1,"TableTop",,,-0.3241122,0.768,0.1710201
4772,59.7293539000002,"2026-04-01T01:49:49.2539662Z","P001","S001","task_01","trial_01","baseline",1,-0.09883279,1.067092,0.005860718,-0.5353242,-0.7378218,0.4111534,1.90372,0.06822922,1,-0.1296077,1.069326,-0.00868981,-0.5220433,-0.7422993,0.4200746,1,-0.06805783,1.064858,0.02041125,-0.5484573,-0.7331406,0.4021187,3.939068,3.956905,0.4883118,0.3993414,0.4344143,0.4341949,0.9988707,0.999962,-0.09685029,1.079379,-0.7003249,0.3635132,-0.221359,0.05005863,0.9035223,1,"TableTop",,,-0.3191383,0.768,0.172488
4773,59.7416437000002,"2026-04-01T01:49:49.2638707Z","P001","S001","task_01","trial_01","baseline",1,-0.1009773,1.066639,0.005106426,-0.5284214,-0.7411678,0.4140543,1.913257,0.06822921,1,-0.1315408,1.068965,-0.009869096,-0.5150483,-0.7454748,0.4230751,1,-0.07041379,1.064312,0.02008195,-0.5416473,-0.7366543,0.4049181,3.920207,3.982484,0.4906142,0.4011991,0.4369997,0.4339834,0.9992772,0.9999757,-0.09712522,1.079268,-0.7006493,0.364005,-0.2227066,0.0496778,0.9030141,1,"TableTop",,,-0.3158382,0.768,0.1725307
4774,59.7517275999999,"2026-04-01T01:49:49.2754512Z","P001","S001","task_01","trial_01","baseline",1,-0.1014186,1.066514,0.004709351,-0.5247012,-0.7400433,0.4207429,1.920098,0.06822921,1,-0.1319306,1.068916,-0.01035893,-0.5112358,-0.7442641,0.4297778,1,-0.07090655,1.064112,0.01977764,-0.5380194,-0.7356147,0.4115897,3.911626,3.979443,0.4906142,0.4011991,0.4395639,0.4338478,0.9994218,0.9999806,-0.09812912,1.079054,-0.7009506,0.3640388,-0.2261828,0.05188465,0.9020117,1,"TableTop",,,-0.3138941,0.768,0.1719413
4775,59.7628185000003,"2026-04-01T01:49:49.2865891Z","P001","S001","task_01","trial_01","baseline",1,-0.1025571,1.066266,0.004311605,-0.519789,-0.7425621,0.4223991,1.925899,0.06822921,1,-0.1329342,1.06863,-0.01103272,-0.5062727,-0.7466483,0.4315141,1,-0.07217996,1.063902,0.01965593,-0.5331584,-0.7382661,0.4131649,3.905447,3.976289,0.4926552,0.4031423,0.4395639,0.4338478,0.9995374,0.9999844,-0.09922623,1.078851,-0.7012516,0.3642557,-0.2296685,0.05281392,0.9009888,1,"TableTop",,,-0.3130694,0.768,0.1744261
4776,59.7740007000002,"2026-04-01T01:49:49.2976463Z","P001","S001","task_01","trial_01","baseline",1,-0.1038088,1.066031,0.00390265,-0.5172294,-0.742794,0.4251245,1.92854,0.06822922,1,-0.1340585,1.068441,-0.01168439,-0.5036927,-0.7467797,0.4342969,1,-0.07355906,1.063622,0.01948969,-0.5306196,-0.738598,0.4158316,3.904807,3.984859,0.4944471,0.4045511,0.4417664,0.4336644,0.9997039,0.99999,-0.100571,1.078623,-0.7016,0.3644522,-0.2340108,0.05409858,0.8997149,1,"TableTop",,,-0.3113416,0.768,0.1739774
4777,59.7854399999997,"2026-04-01T01:49:49.3085831Z","P001","S001","task_01","trial_01","baseline",1,-0.1052796,1.065775,0.003444017,-0.521244,-0.7409183,0.4234911,1.929047,0.06822921,1,-0.1353736,1.068226,-0.0124351,-0.5077811,-0.7448859,0.4327856,1,-0.07518554,1.063323,0.01932313,-0.5345592,-0.7367408,0.4140767,3.90836,3.99059,0.4944471,0.4045511,0.443823,0.4335562,0.9997631,0.999992,-0.1012174,1.078754,-0.7019092,0.3645612,-0.2367154,0.0543349,0.8989487,1,"TableTop",,,-0.3113367,0.768,0.1744753
4778,59.7959455,"2026-04-01T01:49:49.3199504Z","P001","S001","task_01","trial_01","baseline",1,-0.1060628,1.065868,0.003039714,-0.5190958,-0.7415352,0.4250472,1.933404,0.06822921,1,-0.1360584,1.068385,-0.01301441,-0.5055962,-0.745441,0.434385,1,-0.07606713,1.063351,0.01909383,-0.5324475,-0.7374185,0.4155884,3.910985,3.995346,0.4958819,0.4059619,0.443823,0.4335562,0.9998105,0.9999936,-0.1015299,1.078797,-0.7018268,0.3638919,-0.2377769,0.05572338,0.8988547,1,"TableTop",,,-0.3147673,0.768,0.1736449
4779,59.807718,"2026-04-01T01:49:49.3298647Z","P001","S001","task_01","trial_01","baseline",1,-0.1064792,1.065861,0.003061681,-0.5182353,-0.7407156,0.427519,1.931987,0.06822921,1,-0.1364186,1.068318,-0.01310634,-0.5047537,-0.7445474,0.4368901,1,-0.0765398,1.063404,0.0192297,-0.5315695,-0.7366734,0.4180264,3.916926,4.011919,0.4970962,0.4072971,0.4455717,0.4336718,0.9998788,0.9999959,-0.1021152,1.078871,-0.7018082,0.3635346,-0.239721,0.05664826,0.898425,1,"TableTop",,,-0.314579,0.768,0.1737774
4780,59.8176733999999,"2026-04-01T01:49:49.3423925Z","P001","S001","task_01","trial_01","baseline",1,-0.1071867,1.065885,0.002990684,-0.5186871,-0.7402504,0.4277768,1.932696,0.06822921,1,-0.1370444,1.068339,-0.01332809,-0.5052251,-0.7440435,0.4372035,1,-0.077329,1.063431,0.01930946,-0.5320016,-0.7362468,0.4182284,3.919691,4.011153,0.4970962,0.4072971,0.4470654,0.4334891,0.999903,0.9999967,-0.1026801,1.079143,-0.7018988,0.3629994,-0.2420501,0.05743603,0.8979667,1,"TableTop",,,-0.314875,0.768,0.1749782
4781,59.8298151999998,"2026-04-01T01:49:49.3534946Z","P001","S001","task_01","trial_01","baseline",1,-0.1078903,1.066109,0.002816812,-0.5186947,-0.7404301,0.4274566,1.934012,0.06822921,1,-0.1376534,1.068574,-0.01367227,-0.5052475,-0.7441823,0.4369412,1,-0.07812721,1.063645,0.0193059,-0.5319941,-0.7364669,0.4178502,3.923072,4.00999,0.4982628,0.4082569,0.4470654,0.4334891,0.9999224,0.9999974,-0.1029737,1.079292,-0.7017723,0.3624038,-0.2431164,0.05834983,0.8978603,1,"TableTop",,,-0.3159124,0.768,0.175133
4782,59.8409131999997,"2026-04-01T01:49:49.3638576Z","P001","S001","task_01","trial_01","baseline",1,-0.1082931,1.066213,0.002880763,-0.5138268,-0.7414572,0.4315361,1.937348,0.06822921,1,-0.1380022,1.068645,-0.01371024,-0.5003196,-0.7450989,0.4410305,1,-0.07858406,1.06378,0.01947176,-0.527187,-0.7376034,0.4219183,3.923923,4.001214,0.499362,0.4088561,0.4481186,0.4335097,0.9999503,0.9999983,-0.1033683,1.079436,-0.7016922,0.3617521,-0.2444059,0.05910039,0.897724,1,"TableTop",,,-0.3167254,0.768,0.1749179
4783,59.8517225999994,"2026-04-01T01:49:49.3747639Z","P001","S001","task_01","trial_01","baseline",1,-0.108788,1.066327,0.002913172,-0.5132152,-0.7410467,0.4329664,1.938762,0.06822921,1,-0.1384378,1.06874,-0.01378648,-0.499707,-0.7446392,0.442499,1,-0.07913831,1.063915,0.01961282,-0.5265765,-0.7372422,0.4233098,3.921913,4.009568,0.499362,0.4088561,0.448993,0.4333326,0.9999602,0.9999987,-0.1037031,1.079626,-0.7015483,0.361174,-0.2456497,0.05974551,0.8975745,1,"TableTop",,,-0.3149533,0.768,0.1764438
4784,59.8626118000002,"2026-04-01T01:49:49.3866765Z","P001","S001","task_01","trial_01","baseline",1,-0.1092215,1.066488,0.003006035,-0.5116125,-0.7399753,0.4366798,1.94199,0.06822921,1,-0.1388149,1.068886,-0.01379536,-0.4980734,-0.7434969,0.4462457,1,-0.07962821,1.064089,0.01980743,-0.5250047,-0.7362411,0.4269885,3.919813,4.01728,0.499362,0.4088561,0.448993,0.4333326,0.9999745,0.9999992,-0.1038022,1.080079,-0.7014368,0.3606189,-0.2463905,0.06027641,0.8975592,1,"TableTop",,,-0.315396,0.768,0.1772149
4785,59.8741672999995,"2026-04-01T01:49:49.3977195Z","P001","S001","task_01","trial_01","baseline",1,-0.1094117,1.066908,0.003073706,-0.5089818,-0.7412721,0.4375536,1.942594,0.06822921,1,-0.1389659,1.069286,-0.01379933,-0.4954259,-0.7447364,0.4471253,1,-0.07985743,1.06453,0.01994674,-0.5223914,-0.7375948,0.4278563,3.924125,4.022045,0.5007269,0.4097698,0.449594,0.4331608,0.9999796,0.9999993,-0.103959,1.080293,-0.7011641,0.3601218,-0.2469115,0.06048439,0.8976017,1,"TableTop",,,-0.3155934,0.768,0.1791518
4786,59.8851980999998,"2026-04-01T01:49:49.4079959Z","P001","S001","task_01","trial_01","baseline",1,-0.1096573,1.067099,0.003303267,-0.5085585,-0.7410914,0.4383513,1.942896,0.06822921,1,-0.1391831,1.069472,-0.01362011,-0.4950018,-0.7445304,0.447937,1,-0.08013138,1.064727,0.02022664,-0.521969,-0.7374392,0.4286395,3.927638,4.028036,0.5007269,0.4097698,0.450057,0.4330979,0.9999837,0.9999995,-0.1038153,1.080521,-0.7008586,0.359479,-0.2466291,0.06104187,0.8978991,1,"TableTop",,,-0.314652,0.768,0.1795115
4787,59.8957806999997,"2026-04-01T01:49:49.4191170Z","P001","S001","task_01","trial_01","baseline",1,-0.1095993,1.067303,0.003574867,-0.5063614,-0.7412149,0.4406797,1.943903,0.0682292,1,-0.1391197,1.069626,-0.01336486,-0.49278,-0.7446007,0.4502639,1,-0.08007886,1.06498,0.02051459,-0.519797,-0.7376158,0.4309688,3.932213,4.031919,0.5013214,0.4098955,0.450057,0.4330979,0.9999869,0.9999996,-0.103771,1.080764,-0.7005124,0.3587988,-0.2465523,0.06148083,0.8981623,1,"TableTop",,,-0.314908,0.768,0.1802188
4788,59.9067881999999,"2026-04-01T01:49:49.4300479Z","P001","S001","task_01","trial_01","baseline",1,-0.1096302,1.067532,0.003892926,-0.5049907,-0.7411076,0.4424297,1.944407,0.06822921,1,-0.1391405,1.069818,-0.01306934,-0.4913962,-0.744453,0.4520174,1,-0.08011978,1.065246,0.02085519,-0.5184398,-0.7375488,0.4327146,3.935657,4.039637,0.5013214,0.4098955,0.4504606,0.4329507,0.9999896,0.9999996,-0.1033391,1.081094,-0.7001615,0.3584286,-0.2454027,0.06186232,0.8985987,1,"TableTop",,,-0.3140681,0.768,0.1815214
4789,59.9179101,"2026-04-01T01:49:49.4426038Z","P001","S001","task_01","trial_01","baseline",1,-0.1092994,1.067837,0.00419498,-0.5021871,-0.7411086,0.4456078,1.94491,0.06822921,1,-0.1388321,1.070072,-0.01273512,-0.4885564,-0.7444006,0.4551706,1,-0.07976665,1.065602,0.02112508,-0.515673,-0.737603,0.4359165,3.942574,4.053123,0.5017943,0.4101876,0.4504606,0.4329507,0.9999917,0.9999997,-0.1031015,1.081419,-0.69966,0.3578171,-0.2447211,0.06258547,0.8989781,1,"TableTop",,,-0.3137315,0.768,0.1827091
4790,59.9299714999997,"2026-04-01T01:49:49.4531573Z","P001","S001","task_01","trial_01","baseline",1,-0.109131,1.068152,0.004664743,-0.4993745,-0.7413434,0.4483692,1.946016,0.06822921,1,-0.1386705,1.07032,-0.0122624,-0.4857113,-0.7445745,0.4579228,1,-0.07959154,1.065984,0.02159188,-0.5128937,-0.7378986,0.4386863,3.949741,4.057963,0.5021295,0.4102451,0.4508011,0.4329126,0.9999933,0.9999998,-0.1027768,1.081701,-0.6990861,0.3570378,-0.2436335,0.06287769,0.8995628,1,"TableTop",,,-0.3124736,0.768,0.1844784
4791,59.9409231999998,"2026-04-01T01:49:49.4640497Z","P001","S001","task_01","trial_01","baseline",1,-0.1088739,1.068436,0.005229745,-0.4951427,-0.7411923,0.4532853,1.948127,0.0682292,1,-0.1384368,1.070548,-0.01166328,-0.481416,-0.7443443,0.4628069,1,-0.07931089,1.066323,0.02212277,-0.5087264,-0.7378262,0.4436327,3.959774,4.066213,0.5021295,0.4102451,0.4508716,0.4329122,0.9999946,0.9999998,-0.1023187,1.082122,-0.6986322,0.3566542,-0.2422947,0.06314199,0.9000579,1,"TableTop",,,-0.3113158,0.768,0.1861987
4792,59.9518327999995,"2026-04-01T01:49:49.4754305Z","P001","S001","task_01","trial_01","baseline",1,-0.1084765,1.068845,0.005672997,-0.4932298,-0.7420336,0.4539939,1.947323,0.06822921,1,-0.1380726,1.070902,-0.0111688,-0.4794898,-0.7451625,0.4634894,1,-0.07888045,1.066787,0.02251479,-0.5068274,-0.7386906,0.4443673,3.969529,4.071273,0.5023142,0.4103624,0.4510865,0.4328815,0.9999965,0.9999999,-0.1019043,1.082385,-0.6981052,0.3562143,-0.2409304,0.06354297,0.90057,1,"TableTop",,,-0.3095756,0.768,0.1889649
4793,59.9628419000001,"2026-04-01T01:49:49.4862768Z","P001","S001","task_01","trial_01","baseline",1,-0.1081,1.069099,0.006197406,-0.4898431,-0.7418225,0.457988,1.948629,0.06822921,1,-0.1377315,1.071093,-0.01058972,-0.4760525,-0.7448911,0.4674519,1,-0.07846861,1.067104,0.02298453,-0.5034921,-0.7385395,0.4483916,3.976954,4.075242,0.5023142,0.4103624,0.4510865,0.4328815,0.9999965,0.9999999,-0.1014101,1.082729,-0.6974036,0.3555349,-0.2392561,0.0639414,0.9012563,1,"TableTop",,,-0.3084479,0.768,0.1897369
4794,59.9737243,"2026-04-01T01:49:49.4971364Z","P001","S001","task_01","trial_01","baseline",1,-0.1076216,1.069436,0.006912466,-0.4866036,-0.7421117,0.4609634,1.94883,0.06822922,1,-0.1373002,1.071355,-0.009799988,-0.4727736,-0.7451304,0.4703891,1,-0.07794295,1.067518,0.02362492,-0.5002928,-0.7388783,0.4514043,3.97621,4.07812,0.5031641,0.4107377,0.4510865,0.4328815,0.9999973,0.9999999,-0.1009061,1.082936,-0.6969179,0.3549136,-0.2376277,0.06404389,0.9019245,1,"TableTop",,,-0.3069227,0.768,0.1920904
4795,59.9845625999997,"2026-04-01T01:49:49.5085445Z","P001","S001","task_01","trial_01","baseline",1,-0.107172,1.069632,0.007387301,-0.4767656,-0.7438996,0.4683033,1.954146,0.06822921,1,-0.136894,1.071496,-0.009254062,-0.462793,-0.7467771,0.4776471,1,-0.07744995,1.067769,0.02402866,-0.4905996,-0.7408058,0.4588234,3.967251,4.066999,0.5112667,0.4133905,0.4554131,0.4313599,0.9999982,0.9999999,-0.1001046,1.083582,-0.6961408,0.3541501,-0.2349483,0.06410015,0.902922,1,"TableTop",,,-0.3052737,0.768,0.1941499
4796,59.9959368999998,"2026-04-01T01:49:49.5195058Z","P001","S001","task_01","trial_01","baseline",1,-0.1063817,1.070265,0.008190867,-0.4137256,-0.7467254,0.5207996,1.992232,0.06822921,1,-0.1361853,1.072046,-0.008313164,-0.3988597,-0.7486112,0.5296152,1,-0.07657811,1.068485,0.0246949,-0.4284664,-0.7446141,0.5118266,3.945561,4.065886,0.5181526,0.4159057,0.4655153,0.4289579,0.9999989,0.9999999,-0.09960725,1.083756,-0.6955818,0.3534388,-0.233253,0.0643099,0.9036251,1,"TableTop",,,-0.3004883,0.768,0.1972724
4797,60.0069352999999,"2026-04-01T01:49:49.5319087Z","P001","S001","task_01","trial_01","baseline",1,-0.105926,1.070423,0.008740721,-0.3728222,-0.7466407,0.5509366,2.004279,0.06822921,1,-0.1357747,1.072139,-0.007688344,-0.3575262,-0.7478839,0.5593253,1,-0.07607724,1.068706,0.02516979,-0.3880042,-0.7451693,0.5423796,3.927205,4.052308,0.5181526,0.4159057,0.4736218,0.4285952,0.9999991,0.9999999,-0.0988747,1.08413,-0.6948038,0.3526425,-0.2305953,0.06429362,0.9046189,1,"TableTop",,,-0.2738528,0.768,0.2190043
4798,60.019636,"2026-04-01T01:49:49.5423495Z","P001","S001","task_01","trial_01","baseline",1,-0.1052148,1.070785,0.009537518,-0.4281062,-0.6378804,0.6401825,2.012659,0.06822921,1,-0.1351435,1.072425,-0.006753273,-0.4128512,-0.6392487,0.6487797,1,-0.07528619,1.069144,0.02582831,-0.4432291,-0.6363155,0.6313878,3.857056,3.694835,0.5214934,0.4067799,0.475041,0.4192014,0.9999993,0.9999999,-0.0979929,1.084631,-0.693786,0.3515778,-0.227483,0.06442052,0.9058115,1,"TableTop",,,-0.2569355,0.768,0.2318945
